"resource","id","date","source"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","ZFDb.tsx","01/02/2026 15:13:31","Chat Edit: 'the breadcrumbs gotta show red in dark mode and the media icons. if a user is on their own page they should be able to edit certain parts of their page directly on the talent page. The banner should be changeable should have some options for the users like an option of 10 banners but a person should be able to add on in. it needs to be responsive and modern. Skills and language options which are pressable should be directed to the search. if i press the breadcrumbs  it should lead to the correct url for the categorys page. Make sure the locale for every language. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","DWdj.tsx","01/02/2026 15:14:22","Chat Edit: 'the breadcrumbs gotta show red in dark mode and the media icons. if a user is on their own page they should be able to edit certain parts of their page directly on the talent page. The banner should be changeable should have some options for the users like an option of 10 banners but a person should be able to add on in. it needs to be responsive and modern. Skills and language options which are pressable should be directed to the search. if i press the breadcrumbs  it should lead to the correct url for the categorys page. Make sure the locale for every language. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","3OX9.tsx","01/02/2026 15:15:01","Chat Edit: 'the breadcrumbs gotta show red in dark mode and the media icons. if a user is on their own page they should be able to edit certain parts of their page directly on the talent page. The banner should be changeable should have some options for the users like an option of 10 banners but a person should be able to add on in. it needs to be responsive and modern. Skills and language options which are pressable should be directed to the search. if i press the breadcrumbs  it should lead to the correct url for the categorys page. Make sure the locale for every language. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","83eS.tsx","01/02/2026 15:15:34","Chat Edit: 'the breadcrumbs gotta show red in dark mode and the media icons. if a user is on their own page they should be able to edit certain parts of their page directly on the talent page. The banner should be changeable should have some options for the users like an option of 10 banners but a person should be able to add on in. it needs to be responsive and modern. Skills and language options which are pressable should be directed to the search. if i press the breadcrumbs  it should lead to the correct url for the categorys page. Make sure the locale for every language. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/components/Breadcrumbs.tsx","o98w.tsx","01/02/2026 15:16:08","Chat Edit: 'the breadcrumbs gotta show red in dark mode and the media icons. if a user is on their own page they should be able to edit certain parts of their page directly on the talent page. The banner should be changeable should have some options for the users like an option of 10 banners but a person should be able to add on in. it needs to be responsive and modern. Skills and language options which are pressable should be directed to the search. if i press the breadcrumbs  it should lead to the correct url for the categorys page. Make sure the locale for every language. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","BtOv.tsx","01/02/2026 15:16:51","Chat Edit: 'the breadcrumbs gotta show red in dark mode and the media icons. if a user is on their own page they should be able to edit certain parts of their page directly on the talent page. The banner should be changeable should have some options for the users like an option of 10 banners but a person should be able to add on in. it needs to be responsive and modern. Skills and language options which are pressable should be directed to the search. if i press the breadcrumbs  it should lead to the correct url for the categorys page. Make sure the locale for every language. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","r9ex.tsx","01/02/2026 15:17:43","Chat Edit: 'the breadcrumbs gotta show red in dark mode and the media icons. if a user is on their own page they should be able to edit certain parts of their page directly on the talent page. The banner should be changeable should have some options for the users like an option of 10 banners but a person should be able to add on in. it needs to be responsive and modern. Skills and language options which are pressable should be directed to the search. if i press the breadcrumbs  it should lead to the correct url for the categorys page. Make sure the locale for every language. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","ynvW.tsx","01/02/2026 15:17:55","Chat Edit: 'the breadcrumbs gotta show red in dark mode and the media icons. if a user is on their own page they should be able to edit certain parts of their page directly on the talent page. The banner should be changeable should have some options for the users like an option of 10 banners but a person should be able to add on in. it needs to be responsive and modern. Skills and language options which are pressable should be directed to the search. if i press the breadcrumbs  it should lead to the correct url for the categorys page. Make sure the locale for every language. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","m1r4.tsx","01/02/2026 15:18:13","Chat Edit: 'the breadcrumbs gotta show red in dark mode and the media icons. if a user is on their own page they should be able to edit certain parts of their page directly on the talent page. The banner should be changeable should have some options for the users like an option of 10 banners but a person should be able to add on in. it needs to be responsive and modern. Skills and language options which are pressable should be directed to the search. if i press the breadcrumbs  it should lead to the correct url for the categorys page. Make sure the locale for every language. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","txH9.tsx","01/02/2026 15:38:19","Chat Edit: 'in the top right corner if a person is logged into their own account and on their profile page then on the editable fields can strart. In the similar talent the buttons gotta be red in dark mode. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/components/TalentCard.tsx","7fT4.tsx","01/02/2026 15:38:44","Chat Edit: 'in the top right corner if a person is logged into their own account and on their profile page then on the editable fields can strart. In the similar talent the buttons gotta be red in dark mode. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/types/index.ts","YN9y.ts","01/02/2026 15:43:45","Chat Edit: '@agent Try Again'"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/api/talent/%5Bid%5D/route.ts","Xju2.ts","01/02/2026 15:43:58","Chat Edit: '@agent Try Again'"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","IlKX.tsx","01/02/2026 15:44:10","Chat Edit: '@agent Try Again'"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/prisma/schema.prisma","jlbP.prisma","01/02/2026 16:00:04","Chat Edit: 'Banner upload/selection - 10 preset options / Profile picture change in the edit mode + custom upload capability
Skills/Languages inline editing - Already clickable and navigate to search. The About section shoul;d be editable and when saved then the details are saved to the database./ THE locale mention means i want the language change sorted for the profile page and the talent page. the notifications and profile dropdown should change when the language is switched. / The media viewer needs like and report capabilitys like the hub overaly and commenting capabilities too as they are similar just different as shown on different page so comments should appear to be the same comments and likes should be the same amount of likes. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/types/index.ts","6rR9.ts","01/02/2026 16:00:21","Chat Edit: 'Banner upload/selection - 10 preset options / Profile picture change in the edit mode + custom upload capability
Skills/Languages inline editing - Already clickable and navigate to search. The About section shoul;d be editable and when saved then the details are saved to the database./ THE locale mention means i want the language change sorted for the profile page and the talent page. the notifications and profile dropdown should change when the language is switched. / The media viewer needs like and report capabilitys like the hub overaly and commenting capabilities too as they are similar just different as shown on different page so comments should appear to be the same comments and likes should be the same amount of likes. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/api/talent/%5Bid%5D/route.ts","qLOS.ts","01/02/2026 16:00:42","Chat Edit: 'Banner upload/selection - 10 preset options / Profile picture change in the edit mode + custom upload capability
Skills/Languages inline editing - Already clickable and navigate to search. The About section shoul;d be editable and when saved then the details are saved to the database./ THE locale mention means i want the language change sorted for the profile page and the talent page. the notifications and profile dropdown should change when the language is switched. / The media viewer needs like and report capabilitys like the hub overaly and commenting capabilities too as they are similar just different as shown on different page so comments should appear to be the same comments and likes should be the same amount of likes. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/api/talent/profile/route.ts","5ClK.ts","01/02/2026 16:01:15","Chat Edit: 'Banner upload/selection - 10 preset options / Profile picture change in the edit mode + custom upload capability
Skills/Languages inline editing - Already clickable and navigate to search. The About section shoul;d be editable and when saved then the details are saved to the database./ THE locale mention means i want the language change sorted for the profile page and the talent page. the notifications and profile dropdown should change when the language is switched. / The media viewer needs like and report capabilitys like the hub overaly and commenting capabilities too as they are similar just different as shown on different page so comments should appear to be the same comments and likes should be the same amount of likes. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/api/portfolio/%5Bid%5D/like/route.ts","3llF.ts","01/02/2026 16:01:58","Chat Edit: 'Banner upload/selection - 10 preset options / Profile picture change in the edit mode + custom upload capability
Skills/Languages inline editing - Already clickable and navigate to search. The About section shoul;d be editable and when saved then the details are saved to the database./ THE locale mention means i want the language change sorted for the profile page and the talent page. the notifications and profile dropdown should change when the language is switched. / The media viewer needs like and report capabilitys like the hub overaly and commenting capabilities too as they are similar just different as shown on different page so comments should appear to be the same comments and likes should be the same amount of likes. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/components/GalleryViewer.tsx","fgwp.tsx","01/02/2026 16:02:36","Chat Edit: 'Banner upload/selection - 10 preset options / Profile picture change in the edit mode + custom upload capability
Skills/Languages inline editing - Already clickable and navigate to search. The About section shoul;d be editable and when saved then the details are saved to the database./ THE locale mention means i want the language change sorted for the profile page and the talent page. the notifications and profile dropdown should change when the language is switched. / The media viewer needs like and report capabilitys like the hub overaly and commenting capabilities too as they are similar just different as shown on different page so comments should appear to be the same comments and likes should be the same amount of likes. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/components/GalleryViewer.tsx","kolT.tsx","01/02/2026 16:03:07","Chat Edit: 'Banner upload/selection - 10 preset options / Profile picture change in the edit mode + custom upload capability
Skills/Languages inline editing - Already clickable and navigate to search. The About section shoul;d be editable and when saved then the details are saved to the database./ THE locale mention means i want the language change sorted for the profile page and the talent page. the notifications and profile dropdown should change when the language is switched. / The media viewer needs like and report capabilitys like the hub overaly and commenting capabilities too as they are similar just different as shown on different page so comments should appear to be the same comments and likes should be the same amount of likes. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","rKDE.tsx","01/02/2026 16:03:52","Chat Edit: 'Banner upload/selection - 10 preset options / Profile picture change in the edit mode + custom upload capability
Skills/Languages inline editing - Already clickable and navigate to search. The About section shoul;d be editable and when saved then the details are saved to the database./ THE locale mention means i want the language change sorted for the profile page and the talent page. the notifications and profile dropdown should change when the language is switched. / The media viewer needs like and report capabilitys like the hub overaly and commenting capabilities too as they are similar just different as shown on different page so comments should appear to be the same comments and likes should be the same amount of likes. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","UrK6.tsx","01/02/2026 16:04:16","Chat Edit: 'Banner upload/selection - 10 preset options / Profile picture change in the edit mode + custom upload capability
Skills/Languages inline editing - Already clickable and navigate to search. The About section shoul;d be editable and when saved then the details are saved to the database./ THE locale mention means i want the language change sorted for the profile page and the talent page. the notifications and profile dropdown should change when the language is switched. / The media viewer needs like and report capabilitys like the hub overaly and commenting capabilities too as they are similar just different as shown on different page so comments should appear to be the same comments and likes should be the same amount of likes. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","DNWj.tsx","01/02/2026 16:04:42","Chat Edit: 'Banner upload/selection - 10 preset options / Profile picture change in the edit mode + custom upload capability
Skills/Languages inline editing - Already clickable and navigate to search. The About section shoul;d be editable and when saved then the details are saved to the database./ THE locale mention means i want the language change sorted for the profile page and the talent page. the notifications and profile dropdown should change when the language is switched. / The media viewer needs like and report capabilitys like the hub overaly and commenting capabilities too as they are similar just different as shown on different page so comments should appear to be the same comments and likes should be the same amount of likes. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","fXbu.tsx","01/02/2026 16:05:13","Chat Edit: 'Banner upload/selection - 10 preset options / Profile picture change in the edit mode + custom upload capability
Skills/Languages inline editing - Already clickable and navigate to search. The About section shoul;d be editable and when saved then the details are saved to the database./ THE locale mention means i want the language change sorted for the profile page and the talent page. the notifications and profile dropdown should change when the language is switched. / The media viewer needs like and report capabilitys like the hub overaly and commenting capabilities too as they are similar just different as shown on different page so comments should appear to be the same comments and likes should be the same amount of likes. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","gD8Y.tsx","01/02/2026 16:32:45","Chat Edit: '@agent Try Again'"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","iwmE.tsx","01/02/2026 17:31:15","Chat Edit: 'should be able to change profile page as well. the views should not count if a person is looking at their own account. The like heart gotta be switched to the tick with the circle and in dashboard needs to be a page for saved talents. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","dE6b.tsx","01/02/2026 17:31:26","Chat Edit: 'should be able to change profile page as well. the views should not count if a person is looking at their own account. The like heart gotta be switched to the tick with the circle and in dashboard needs to be a page for saved talents. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","dQy4.tsx","01/02/2026 17:31:37","Chat Edit: 'should be able to change profile page as well. the views should not count if a person is looking at their own account. The like heart gotta be switched to the tick with the circle and in dashboard needs to be a page for saved talents. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/api/analytics/profile-view/route.ts","Gyrn.ts","01/02/2026 17:31:48","Chat Edit: 'should be able to change profile page as well. the views should not count if a person is looking at their own account. The like heart gotta be switched to the tick with the circle and in dashboard needs to be a page for saved talents. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/components/GalleryViewer.tsx","rH3C.tsx","01/02/2026 17:32:00","Chat Edit: 'should be able to change profile page as well. the views should not count if a person is looking at their own account. The like heart gotta be switched to the tick with the circle and in dashboard needs to be a page for saved talents. '"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","3ljJ.tsx","01/02/2026 17:52:11","Chat Edit: '@agent Try Again'"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","jyJZ.tsx","01/02/2026 17:52:47","Chat Edit: '@agent Try Again'"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","GfDy.tsx","01/02/2026 17:53:00","Chat Edit: '@agent Try Again'"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","wICE.tsx","01/02/2026 17:53:18","Chat Edit: '@agent Try Again'"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","wFv3.tsx","01/02/2026 17:53:50","Chat Edit: '@agent Try Again'"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","I2lo.tsx","01/02/2026 17:54:10","Chat Edit: '@agent Try Again'"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/%5Blocale%5D/talent/%5Bid%5D/page.tsx","8xqW.tsx","01/02/2026 17:55:12","Chat Edit: '@agent Try Again'"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/api/talent/profile/route.ts","hIBO.ts","01/02/2026 17:57:10","Chat Edit: '@agent Try Again'"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/api/talent/profile/route.ts","B6AV.ts","01/02/2026 17:57:25","Chat Edit: '@agent Try Again'"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/api/talent/profile/route.ts","34cw.ts","01/02/2026 17:58:07","Chat Edit: '@agent Try Again'"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/api/talent/profile/route.ts","YmAN.ts","01/02/2026 18:08:27","Chat Edit: 'Profile update error: TypeError: Cannot read properties of undefined (reading 'verify')
    at eval (webpack-internal:///(rsc)/./app/api/talent/profile/route.js:232:54)
    at step (webpack-internal:///(rsc)/./app/api/talent/profile/route.js:104:23)
    at Object.eval [as next] (webpack-internal:///(rsc)/./app/api/talent/profile/route.js:45:20)
    at eval (webpack-internal:///(rsc)/./app/api/talent/profile/route.js:27:71)
    at new Promise (<anonymous>)
    at __awaiter (webpack-internal:///(rsc)/./app/api/talent/profile/route.js:9:12)       
    at PUT (webpack-internal:///(rsc)/./app/api/talent/profile/route.js:208:12)
    at C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:57234
    at C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\server\lib\trace\tracer.js:140:36
    at NoopContextManager.with (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\@opentelemetry\api\index.js:1:7062)
    at ContextAPI.with (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\@opentelemetry\api\index.js:1:518)
    at NoopTracer.startActiveSpan (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\@opentelemetry\api\index.js:1:18093)
    at ProxyTracer.startActiveSpan (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\@opentelemetry\api\index.js:1:18854)
    at C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\server\lib\trace\tracer.js:122:103
    at NoopContextManager.with (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\@opentelemetry\api\index.js:1:7062)
    at ContextAPI.with (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\@opentelemetry\api\index.js:1:518)
    at NextTracerImpl.trace (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\server\lib\trace\tracer.js:122:28)
    at C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:48896
    at AsyncLocalStorage.run (node:async_hooks:338:14)
    at Object.wrap (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:40958)
    at C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:47472
    at AsyncLocalStorage.run (node:async_hooks:338:14)
    at Object.wrap (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:38293)
    at C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:47434
    at AsyncLocalStorage.run (node:async_hooks:338:14)
    at eT.execute (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:46881)
    at eT.handle (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:58771)
    at doRender (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\server\base-server.js:1366:60)
    at cacheEntry.responseCache.get.routeKind (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\server\base-server.js:1588:34)
    at ResponseCache.get (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\server\response-cache\index.js:49:26)
    at DevServer.renderToResponseWithComponentsImpl (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\server\base-server.js:1496:53)
 PUT /api/talent/profile 500 in 1079ms'"
"file:///c%3A/Users/dktk/WebstormProjects/3yeses/app/api/talent/%5Bid%5D/reviews/route.ts","b3Ku.ts","01/02/2026 18:30:18","Chat Edit: 'Profile update error: TypeError: Cannot read properties of undefined (reading 'verify')
    at eval (webpack-internal:///(rsc)/./app/api/talent/profile/route.js:232:54)
    at step (webpack-internal:///(rsc)/./app/api/talent/profile/route.js:104:23)
    at Object.eval [as next] (webpack-internal:///(rsc)/./app/api/talent/profile/route.js:45:20)
    at eval (webpack-internal:///(rsc)/./app/api/talent/profile/route.js:27:71)
    at new Promise (<anonymous>)
    at __awaiter (webpack-internal:///(rsc)/./app/api/talent/profile/route.js:9:12)       
    at PUT (webpack-internal:///(rsc)/./app/api/talent/profile/route.js:208:12)
    at C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:57234
    at C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\server\lib\trace\tracer.js:140:36
    at NoopContextManager.with (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\@opentelemetry\api\index.js:1:7062)
    at ContextAPI.with (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\@opentelemetry\api\index.js:1:518)
    at NoopTracer.startActiveSpan (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\@opentelemetry\api\index.js:1:18093)
    at ProxyTracer.startActiveSpan (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\@opentelemetry\api\index.js:1:18854)
    at C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\server\lib\trace\tracer.js:122:103
    at NoopContextManager.with (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\@opentelemetry\api\index.js:1:7062)
    at ContextAPI.with (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\@opentelemetry\api\index.js:1:518)
    at NextTracerImpl.trace (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\server\lib\trace\tracer.js:122:28)
    at C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:48896
    at AsyncLocalStorage.run (node:async_hooks:338:14)
    at Object.wrap (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:40958)
    at C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:47472
    at AsyncLocalStorage.run (node:async_hooks:338:14)
    at Object.wrap (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:38293)
    at C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:47434
    at AsyncLocalStorage.run (node:async_hooks:338:14)
    at eT.execute (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:46881)
    at eT.handle (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\compiled\next-server\app-route.runtime.dev.js:6:58771)
    at doRender (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\server\base-server.js:1366:60)
    at cacheEntry.responseCache.get.routeKind (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\server\base-server.js:1588:34)
    at ResponseCache.get (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\server\response-cache\index.js:49:26)
    at DevServer.renderToResponseWithComponentsImpl (C:\Users\dktk\WebstormProjects\3yeses\node_modules\next\dist\server\base-server.js:1496:53)
 PUT /api/talent/profile 500 in 1079ms'"
